Stim,Bard,Bard 0 or 1,Bard Continuous,GPT-3.5,GPT-3.5 0 or 1,GPT-3.5 Continuous,GPT-4,GPT-4 0 or 1,GPT-4 Continuous
the seat bed.,Makes Sense,1,1,Makes Sense,1,3,Nonsense,0,2
the seat bike.,Makes Sense,1,2,Makes Sense,1,2,Nonsense,0,3
the seat bird.,Makes Sense,1,2,Nonsense,0,2,Nonsense,0,0
the seat car.,Makes Sense,1,2,Makes Sense,1,3,Nonsense,0,3
the seat chair.,Makes Sense,1,3,Makes Sense,1,3,Nonsense,0,2
the seat child.,Makes Sense,1,2,Makes Sense,1,4,Makes Sense,1,3
the seat infant.,Nonsense,0,2,Makes Sense,1,4,Makes Sense,1,3
the seat lid.,Makes Sense,1,2,Makes Sense,1,2,Nonsense,0,1
the seat toilet.,Nonsense,0,1,Makes Sense,1,3,Nonsense,0,3
the shark skin.,Makes Sense,1,3,Makes Sense,1,2,Makes Sense,1,2
the sheep dog.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,3
the sheep field.,Makes Sense,1,2,Makes Sense,1,2,Makes Sense,1,3
the sheet bed.,Makes Sense,1,3,Makes Sense,1,3,Nonsense,0,3
the sheet circle.,Nonsense,0,2,Nonsense,0,2,Nonsense,0,1
the sheet crib.,Makes Sense,1,2,Makes Sense,1,2,Makes Sense,1,3
the sheet face.,Makes Sense,1,2,Makes Sense,1,2,Nonsense,0,1
the sheet house.,Makes Sense,1,2,Makes Sense,1,3,Nonsense,0,1
the sheet rock.,Nonsense,0,3,Makes Sense,1,3,Makes Sense,1,1
the shelf book.,Nonsense,0,4,Makes Sense,1,3,Nonsense,0,2
the shelf ice.,Nonsense,0,2,Nonsense,0,3,Nonsense,0,1
the shelf library.,Makes Sense,1,3,Makes Sense,1,3,Nonsense,0,3
the shelf oven.,Makes Sense,1,3,Makes Sense,1,3,Nonsense,0,3
the shepherd boy.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,4
the shepherd home.,Makes Sense,1,2,Makes Sense,1,3,Nonsense,0,2
the ship coffin.,Makes Sense,1,2,Makes Sense,1,2,Nonsense,0,1
the ship cow.,Makes Sense,1,1,Makes Sense,1,3,Nonsense,0,1
the ship dress.,Nonsense,0,2,Nonsense,0,2,Nonsense,0,0
the ship engine.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,4
the ship home.,Makes Sense,1,3,Makes Sense,1,3,Nonsense,0,2
the ship mother.,Makes Sense,1,2,Makes Sense,1,2,Nonsense,0,1
the ship rocket.,Makes Sense,1,1,Makes Sense,1,2,Nonsense,0,2
the ship star.,Makes Sense,1,3,Makes Sense,1,3,Nonsense,0,1
the shirt dress.,Makes Sense,1,3,Makes Sense,1,3,Nonsense,0,1
the shirt golf.,Nonsense,0,3,Makes Sense,1,2,Makes Sense,1,3
the shoe circle.,Nonsense,0,2,Nonsense,0,3,Nonsense,0,1
the shoe phone.,Nonsense,0,1,Nonsense,0,2,Nonsense,0,1
the shoe road.,Makes Sense,1,2,Nonsense,0,2,Nonsense,0,0
the shoe tennis.,Makes Sense,1,3,Makes Sense,1,3,Nonsense,0,3
the shrimp cocktail.,Makes Sense,1,2,Makes Sense,1,3,Makes Sense,1,4
the shrimp salad.,Makes Sense,1,2,Makes Sense,1,3,Makes Sense,1,4
the sister newspaper.,Nonsense,0,1,Makes Sense,1,3,Nonsense,0,2
the ski cabin.,Nonsense,0,3,Makes Sense,1,3,Makes Sense,1,4
the ski cap.,Nonsense,0,2,Makes Sense,1,3,Makes Sense,1,4
the ski jacket.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,4
the ski mask.,Nonsense,0,3,Makes Sense,1,2,Makes Sense,1,3
the ski rocket.,Nonsense,0,3,Makes Sense,1,3,Nonsense,0,1
the ski tights.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,3
the ski water.,Makes Sense,1,3,Makes Sense,1,2,Nonsense,0,1
the ski winter.,Nonsense,0,3,Makes Sense,1,3,Nonsense,0,2
the skin alligator.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,3
the skin banana.,Nonsense,0,1,Nonsense,0,2,Nonsense,0,0
the skin cat.,Nonsense,0,2,Makes Sense,1,3,Nonsense,0,1
the skin lemon.,Nonsense,0,2,Makes Sense,1,3,Nonsense,0,0
the skin leopard.,Makes Sense,1,3,Makes Sense,1,3,Nonsense,0,1
the skin pig.,Makes Sense,1,3,Makes Sense,1,3,Nonsense,0,1
the skin shark.,Makes Sense,1,3,Nonsense,0,1,Nonsense,0,1
the skin tiger.,Nonsense,0,3,Makes Sense,1,3,Nonsense,0,1
the skin zebra.,Makes Sense,1,2,Nonsense,0,2,Nonsense,0,1
the sky rocket.,Makes Sense,1,3,Makes Sense,1,2,Makes Sense,1,3
the sky summer.,Makes Sense,1,3,Makes Sense,1,3,Nonsense,0,3
the sled dog.,Nonsense,0,2,Makes Sense,1,3,Makes Sense,1,4
the sleigh bell.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,4
the smoke cigar.,Nonsense,0,3,Makes Sense,1,3,Makes Sense,1,3
the smoke cigarette.,Makes Sense,1,3,Makes Sense,1,2,Nonsense,0,3
the smoke cloud.,Nonsense,0,3,Makes Sense,1,2,Makes Sense,1,2
the smoke pipe.,Makes Sense,1,2,Makes Sense,1,2,Makes Sense,1,3
the smoke screen.,Makes Sense,1,2,Makes Sense,1,3,Makes Sense,1,4
the snake juice.,Makes Sense,1,2,Nonsense,0,1,Nonsense,0,0
the snake pet.,Makes Sense,1,2,Makes Sense,1,2,Nonsense,0,2
the snake tongue.,Makes Sense,1,3,Makes Sense,1,2,Makes Sense,1,2
the snow bird.,Makes Sense,1,2,Makes Sense,1,3,Makes Sense,1,2
the snow cave.,Makes Sense,1,2,Makes Sense,1,3,Makes Sense,1,3
the snow nose.,Makes Sense,1,2,Makes Sense,1,2,Nonsense,0,1
the snow tree.,Nonsense,0,3,Makes Sense,1,3,Nonsense,0,2
the snow truck.,Makes Sense,1,2,Nonsense,0,2,Makes Sense,1,3
the snow water.,Nonsense,0,1,Makes Sense,1,3,Makes Sense,1,1
the snow winter.,Makes Sense,1,2,Makes Sense,1,3,Makes Sense,1,4
the soap bottle.,Nonsense,0,3,Makes Sense,1,2,Nonsense,0,3
the soap bubble.,Nonsense,0,3,Makes Sense,1,3,Makes Sense,1,4
the soap dish.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,4
the soap dove.,Makes Sense,1,2,Makes Sense,1,2,Makes Sense,1,3
the soap flea.,Makes Sense,1,1,Nonsense,0,2,Nonsense,0,1
the soap star.,Makes Sense,1,2,Makes Sense,1,3,Nonsense,0,1
the soap television.,Makes Sense,1,2,Makes Sense,1,3,Nonsense,0,0
the soup bag.,Nonsense,0,2,Makes Sense,1,2,Nonsense,0,1
the soup blood.,Nonsense,0,1,Makes Sense,1,2,Nonsense,0,1
the soup bowl.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,4
the soup chicken.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,4
the soup chocolate.,Nonsense,0,3,Nonsense,0,2,Nonsense,0,1
the soup duck.,Makes Sense,1,2,Makes Sense,1,3,Nonsense,0,2
the soup frog.,Nonsense,0,3,Nonsense,0,2,Nonsense,0,1
the soup kitchen.,Makes Sense,1,2,Makes Sense,1,3,Makes Sense,1,4
the soup pea.,Makes Sense,1,3,Makes Sense,1,2,Makes Sense,1,3
the soup pot.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,4
the soup tomato.,Nonsense,0,3,Makes Sense,1,3,Makes Sense,1,3
the spa tub.,Makes Sense,1,4,Makes Sense,1,3,Makes Sense,1,4
the spider wolf.,Nonsense,0,2,Nonsense,0,2,Nonsense,0,0
the square cake.,Nonsense,0,2,Makes Sense,1,2,Nonsense,0,1
the square field.,Nonsense,0,2,Nonsense,0,2,Nonsense,0,2
the square house.,Makes Sense,1,2,Makes Sense,1,3,Nonsense,0,3
the square leg.,Nonsense,0,2,Nonsense,0,2,Nonsense,0,1
the squirrel baby.,Makes Sense,1,3,Makes Sense,1,2,Nonsense,0,3
the stage ape.,Makes Sense,1,2,Nonsense,0,2,Nonsense,0,1
the stage boot.,Makes Sense,1,2,Makes Sense,1,2,Nonsense,0,2
the stage breast.,Makes Sense,1,2,Makes Sense,1,2,Nonsense,0,1
the stage clothes.,Makes Sense,1,3,Makes Sense,1,3,Nonsense,0,3
the stage door.,Makes Sense,1,3,Makes Sense,1,2,Makes Sense,1,4
the stage flood.,Makes Sense,1,2,Nonsense,0,2,Nonsense,0,1
the stage infant.,Nonsense,0,2,Nonsense,0,2,Nonsense,0,1
the stage kitten.,Makes Sense,1,2,Nonsense,0,2,Nonsense,0,1
the stage tights.,Nonsense,0,2,Makes Sense,1,3,Nonsense,0,1
the star chocolate.,Nonsense,0,3,Makes Sense,1,3,Nonsense,0,1
the star dwarf.,Nonsense,0,3,Makes Sense,1,3,Makes Sense,1,2
the star earth.,Makes Sense,1,3,Makes Sense,1,3,Nonsense,0,1
the star field.,Makes Sense,1,4,Makes Sense,1,3,Makes Sense,1,3
the star gold.,Makes Sense,1,4,Makes Sense,1,3,Nonsense,0,1
the star hotel.,Makes Sense,1,3,Makes Sense,1,3,Nonsense,0,2
the star house.,Makes Sense,1,3,Makes Sense,1,2,Nonsense,0,1
the star infant.,Makes Sense,1,3,Makes Sense,1,2,Nonsense,0,1
the star police.,Makes Sense,1,2,Makes Sense,1,3,Nonsense,0,1
the star rock.,Nonsense,0,2,Makes Sense,1,2,Nonsense,0,2
the star screen.,Nonsense,0,2,Nonsense,0,2,Nonsense,0,1
the star ski.,Makes Sense,1,3,Makes Sense,1,2,Nonsense,0,1
the star television.,Makes Sense,1,3,Makes Sense,1,3,Nonsense,0,2
the star tennis.,Nonsense,0,3,Makes Sense,1,3,Nonsense,0,1
the star vehicle.,Makes Sense,1,2,Makes Sense,1,3,Nonsense,0,1
the steak house.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,2
the steak knife.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,4
the steak salmon.,Makes Sense,1,4,Makes Sense,1,3,Makes Sense,1,4
the stove home.,Makes Sense,1,2,Makes Sense,1,2,Nonsense,0,1
the strawberry plant.,Nonsense,0,3,Makes Sense,1,3,Makes Sense,1,4
the stream blood.,Nonsense,0,1,Makes Sense,1,2,Nonsense,0,1
the stream mountain.,Makes Sense,1,4,Makes Sense,1,3,Makes Sense,1,3
the stream sunshine.,Makes Sense,1,3,Makes Sense,1,3,Nonsense,0,3
the street bike.,Makes Sense,1,2,Makes Sense,1,3,Makes Sense,1,3
the street car.,Nonsense,0,2,Makes Sense,1,3,Makes Sense,1,3
the street clothes.,Makes Sense,1,2,Makes Sense,1,3,Nonsense,0,2
the street cop.,Makes Sense,1,2,Makes Sense,1,3,Makes Sense,1,3
the street phone.,Makes Sense,1,2,Nonsense,0,2,Nonsense,0,1
the sugar blood.,Nonsense,0,1,Nonsense,0,2,Nonsense,0,1
the sugar bowl.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,4
the sugar corn.,Makes Sense,1,2,Makes Sense,1,2,Nonsense,0,1
the sugar pill.,Nonsense,0,1,Makes Sense,1,3,Makes Sense,1,4
the sugar plant.,Makes Sense,1,2,Makes Sense,1,3,Nonsense,0,2
the sugar plum.,Nonsense,0,4,Makes Sense,1,3,Makes Sense,1,4
the sugar water.,Nonsense,0,1,Makes Sense,1,3,Makes Sense,1,3
the summer beach.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,4
the summer building.,Makes Sense,1,3,Nonsense,0,3,Nonsense,0,1
the summer clothes.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,4
the summer dress.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,4
the summer holiday.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,4
the summer home.,Makes Sense,1,2,Makes Sense,1,3,Makes Sense,1,3
the summer house.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,3
the summer hurricane.,Makes Sense,1,2,Makes Sense,1,2,Makes Sense,1,3
the summer rain.,Nonsense,0,3,Makes Sense,1,3,Makes Sense,1,4
the summer rose.,Makes Sense,1,3,Makes Sense,1,3,Nonsense,0,1
the summer sky.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,4
the summer sun.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,4
the sun autumn.,Nonsense,0,3,Makes Sense,1,3,Nonsense,0,2
the sun dress.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,4
the sun pool.,Nonsense,0,3,Makes Sense,1,3,Nonsense,0,2
the sun screen.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,4
the sun summer.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,3
the sun winter.,Nonsense,0,2,Makes Sense,1,3,Nonsense,0,2
the sunlight winter.,Nonsense,0,2,Makes Sense,1,3,Nonsense,0,1
the sunset beach.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,3
the sunset mountain.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,4
the surf ocean.,Makes Sense,1,3,Makes Sense,1,3,Nonsense,0,4
the surgeon jaw.,Nonsense,0,2,Makes Sense,1,2,Nonsense,0,4
the swimming pool.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,4
the swimming rat.,Nonsense,0,2,Nonsense,0,1,Nonsense,0,2
the swimming whale.,Makes Sense,1,3,Makes Sense,1,2,Makes Sense,1,2
the sword arm.,Nonsense,0,2,Nonsense,0,2,Nonsense,0,3
the sword cane.,Nonsense,0,3,Nonsense,0,1,Makes Sense,1,1
the tape duck.,Makes Sense,1,1,Makes Sense,1,2,Nonsense,0,2
the tape library.,Nonsense,0,3,Makes Sense,1,3,Nonsense,0,2
the tape police.,Makes Sense,1,2,Nonsense,0,2,Nonsense,0,1
the taxi cab.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,4
the taxi river.,Makes Sense,1,2,Nonsense,0,2,Nonsense,0,1
the tea bag.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,4
the tea coffee.,Makes Sense,1,2,Makes Sense,1,2,Nonsense,0,2
the tea pot.,Makes Sense,1,3,Makes Sense,1,2,Makes Sense,1,4
the teeth baby.,Makes Sense,1,2,Makes Sense,1,2,Nonsense,0,1
the teeth gold.,Makes Sense,1,3,Makes Sense,1,2,Nonsense,0,1
the teeth jaw.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,3
the teeth milk.,Makes Sense,1,2,Nonsense,0,2,Nonsense,0,1
the teeth wolf.,Nonsense,0,2,Makes Sense,1,3,Nonsense,0,1
the teeth zipper.,Nonsense,0,1,Nonsense,0,3,Nonsense,0,1
the telephone book.,Makes Sense,1,2,Makes Sense,1,3,Makes Sense,1,4
the telephone guy.,Makes Sense,1,2,Makes Sense,1,2,Nonsense,0,1
the telephone home.,Makes Sense,1,3,Makes Sense,1,3,Nonsense,0,2
the telephone house.,Makes Sense,1,3,Nonsense,0,2,Nonsense,0,1
the telephone log.,Makes Sense,1,2,Makes Sense,1,2,Nonsense,0,1
the telephone police.,Makes Sense,1,2,Makes Sense,1,2,Nonsense,0,2
the television bedroom.,Makes Sense,1,3,Makes Sense,1,3,Nonsense,0,2
the television breakfast.,Makes Sense,1,3,Makes Sense,1,3,Nonsense,0,1
the television chef.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,3
the television dollar.,Makes Sense,1,2,Nonsense,0,2,Nonsense,0,1
the television holiday.,Makes Sense,1,2,Makes Sense,1,3,Nonsense,0,2
the television home.,Makes Sense,1,2,Makes Sense,1,3,Makes Sense,1,2
the television picture.,Makes Sense,1,3,Makes Sense,1,3,Nonsense,0,3
the television star.,Makes Sense,1,4,Makes Sense,1,3,Makes Sense,1,3
the tennis ball.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,4
the tennis bracelet.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,4
the tennis diamond.,Makes Sense,1,3,Makes Sense,1,3,Nonsense,0,1
the tennis dress.,Nonsense,0,3,Makes Sense,1,2,Makes Sense,1,3
the tennis queen.,Makes Sense,1,3,Makes Sense,1,3,Nonsense,0,1
the tennis shoe.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,4
the tennis star.,Makes Sense,1,2,Makes Sense,1,2,Makes Sense,1,4
the tent orange.,Makes Sense,1,2,Makes Sense,1,3,Nonsense,0,1
the tent pup.,Makes Sense,1,2,Makes Sense,1,3,Nonsense,0,3
the tent umbrella.,Makes Sense,1,2,Makes Sense,1,2,Nonsense,0,2
the thistle milk.,Nonsense,0,1,Makes Sense,1,3,Nonsense,0,1
the thumb nail.,Nonsense,0,3,Makes Sense,1,2,Makes Sense,1,4
the tiger kitten.,Makes Sense,1,1,Makes Sense,1,2,Nonsense,0,2
the tiger meat.,Makes Sense,1,2,Makes Sense,1,3,Makes Sense,1,3
the tiger skin.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,3
the tights ski.,Makes Sense,1,3,Makes Sense,1,2,Nonsense,0,1
the tights stage.,Makes Sense,1,2,Nonsense,0,2,Nonsense,0,1
the toad frog.,Nonsense,0,3,Makes Sense,1,2,Nonsense,0,2
the toe nail.,Makes Sense,1,2,Makes Sense,1,2,Makes Sense,1,3
the toilet bowl.,Makes Sense,1,2,Makes Sense,1,3,Makes Sense,1,4
the toilet dog.,Nonsense,0,2,Nonsense,0,3,Nonsense,0,0
the toilet library.,Nonsense,0,1,Makes Sense,1,2,Nonsense,0,1
the toilet lid.,Nonsense,0,2,Makes Sense,1,3,Makes Sense,1,4
the toilet seat.,Makes Sense,1,2,Makes Sense,1,3,Makes Sense,1,4
the toilet ship.,Makes Sense,1,2,Nonsense,0,2,Nonsense,0,0
the tomato apple.,Makes Sense,1,2,Makes Sense,1,3,Nonsense,0,1
the tomato juice.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,3
the tomato plant.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,4
the tomato salad.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,4
the tomato soup.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,4
the tongue butt.,Nonsense,0,1,Nonsense,0,0,Nonsense,0,0
the tongue lizard.,Makes Sense,1,2,Makes Sense,1,2,Nonsense,0,1
the tongue mother.,Nonsense,0,2,Nonsense,0,1,Nonsense,0,0
the tongue snake.,Makes Sense,1,2,Makes Sense,1,2,Makes Sense,1,2
the tooth gold.,Makes Sense,1,2,Makes Sense,1,3,Nonsense,0,1
the tower sky.,Nonsense,0,3,Makes Sense,1,3,Nonsense,0,1
the tower water.,Makes Sense,1,3,Makes Sense,1,3,Nonsense,0,2
the trash bag.,Nonsense,0,2,Makes Sense,1,3,Makes Sense,1,4
the trash boy.,Nonsense,0,2,Makes Sense,1,2,Nonsense,0,1
the trash truck.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,3
the tree apple.,Nonsense,0,3,Makes Sense,1,3,Nonsense,0,2
the tree ball.,Makes Sense,1,2,Makes Sense,1,2,Nonsense,0,1
the tree banana.,Makes Sense,1,2,Makes Sense,1,3,Nonsense,0,1
the tree chestnut.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,3
the tree cliff.,Makes Sense,1,3,Nonsense,0,3,Nonsense,0,3
the tree frog.,Makes Sense,1,3,Makes Sense,1,2,Makes Sense,1,4
the tree house.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,4
the tree orange.,Nonsense,0,2,Makes Sense,1,3,Nonsense,0,0
the tree pine.,Makes Sense,1,3,Makes Sense,1,3,Nonsense,0,4
the tree snow.,Nonsense,0,2,Makes Sense,1,3,Nonsense,0,2
the tree tea.,Nonsense,0,3,Makes Sense,1,3,Nonsense,0,1
the trout bull.,Makes Sense,1,3,Nonsense,0,2,Nonsense,0,1
the trout rainbow.,Nonsense,0,3,Makes Sense,1,3,Makes Sense,1,3
the trout river.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,3
the truck army.,Makes Sense,1,3,Makes Sense,1,2,Nonsense,0,2
the truck bag.,Nonsense,0,1,Makes Sense,1,3,Nonsense,0,2
the truck body.,Makes Sense,1,2,Makes Sense,1,3,Nonsense,0,2
the truck bomb.,Makes Sense,1,2,Makes Sense,1,2,Makes Sense,1,3
the truck cattle.,Makes Sense,1,2,Makes Sense,1,3,Makes Sense,1,3
the truck milk.,Nonsense,0,2,Makes Sense,1,3,Makes Sense,1,3
the truck pig.,Nonsense,0,2,Makes Sense,1,2,Nonsense,0,1
the truck police.,Nonsense,0,2,Makes Sense,1,3,Nonsense,0,2
the truck refrigerator.,Makes Sense,1,2,Makes Sense,1,3,Nonsense,0,1
the truck snow.,Nonsense,0,2,Makes Sense,1,3,Makes Sense,1,2
the truck trash.,Nonsense,0,2,Makes Sense,1,3,Makes Sense,1,3
the truck water.,Makes Sense,1,2,Makes Sense,1,2,Nonsense,0,1
the trumpet baby.,Makes Sense,1,1,Makes Sense,1,3,Nonsense,0,1
the tub spa.,Makes Sense,1,3,Makes Sense,1,2,Makes Sense,1,3
the tulip bulb.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,4
the typewriter key.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,4
the umbrella beach.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,3
the umbrella cocktail.,Nonsense,0,2,Makes Sense,1,2,Makes Sense,1,3
the umbrella tent.,Makes Sense,1,3,Makes Sense,1,3,Nonsense,0,2
the university library.,Makes Sense,1,4,Makes Sense,1,3,Makes Sense,1,4
the university school.,Makes Sense,1,4,Makes Sense,1,3,Makes Sense,1,4
the university sister.,Makes Sense,1,2,Makes Sense,1,3,Nonsense,0,1
the valley girl.,Makes Sense,1,2,Nonsense,0,3,Nonsense,0,3
the van police.,Makes Sense,1,2,Makes Sense,1,3,Nonsense,0,2
the van prison.,Nonsense,0,2,Makes Sense,1,2,Nonsense,0,1
the vehicle engine.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,3
the vehicle field.,Makes Sense,1,2,Makes Sense,1,3,Nonsense,0,2
the vehicle key.,Nonsense,0,2,Makes Sense,1,3,Makes Sense,1,3
the vehicle police.,Makes Sense,1,3,Makes Sense,1,3,Nonsense,0,3
the vehicle radio.,Nonsense,0,2,Makes Sense,1,3,Makes Sense,1,3
the vehicle stage.,Makes Sense,1,3,Makes Sense,1,2,Nonsense,0,1
the vehicle star.,Makes Sense,1,2,Makes Sense,1,2,Nonsense,0,1
the vodka bottle.,Makes Sense,1,2,Makes Sense,1,3,Makes Sense,1,4
the water bed.,Makes Sense,1,3,Makes Sense,1,2,Makes Sense,1,4
the water bowl.,Makes Sense,1,3,Makes Sense,1,2,Makes Sense,1,3
the water boy.,Nonsense,0,2,Makes Sense,1,2,Nonsense,0,1
the water flour.,Makes Sense,1,2,Nonsense,0,1,Nonsense,0,0
the water foot.,Nonsense,0,2,Makes Sense,1,3,Nonsense,0,1
the water fountain.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,4
the water mouth.,Makes Sense,1,2,Makes Sense,1,3,Nonsense,0,2
the water ocean.,Makes Sense,1,3,Makes Sense,1,3,Nonsense,0,4
the water pill.,Makes Sense,1,2,Makes Sense,1,2,Nonsense,0,1
the water pipe.,Makes Sense,1,3,Makes Sense,1,2,Makes Sense,1,4
the water potato.,Nonsense,0,2,Nonsense,0,1,Nonsense,0,0
the water rain.,Makes Sense,1,1,Makes Sense,1,3,Nonsense,0,2
the water sea.,Makes Sense,1,4,Makes Sense,1,3,Nonsense,0,2
the water ski.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,2
the water snow.,Nonsense,0,2,Makes Sense,1,3,Nonsense,0,1
the water sugar.,Makes Sense,1,1,Makes Sense,1,3,Nonsense,0,0
the water tower.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,3
the water truck.,Makes Sense,1,3,Makes Sense,1,2,Nonsense,0,1
the weed butterfly.,Nonsense,0,2,Makes Sense,1,3,Nonsense,0,2
the weed guy.,Nonsense,0,2,Makes Sense,1,2,Nonsense,0,1
the whale meat.,Makes Sense,1,2,Makes Sense,1,3,Makes Sense,1,3
the whale swimming.,Makes Sense,1,3,Nonsense,0,3,Makes Sense,1,4
the wife army.,Nonsense,0,1,Makes Sense,1,3,Nonsense,0,1
the wife farmer.,Makes Sense,1,1,Nonsense,0,3,Nonsense,0,1
the window bus.,Makes Sense,1,2,Makes Sense,1,2,Nonsense,0,1
the window cab.,Makes Sense,1,2,Makes Sense,1,3,Nonsense,0,3
the window cabin.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,3
the window car.,Makes Sense,1,2,Makes Sense,1,2,Nonsense,0,2
the window home.,Makes Sense,1,3,Makes Sense,1,3,Nonsense,0,2
the window hotel.,Nonsense,0,2,Makes Sense,1,3,Nonsense,0,2
the window kitchen.,Nonsense,0,2,Makes Sense,1,3,Makes Sense,1,3
the window palace.,Makes Sense,1,3,Nonsense,0,3,Nonsense,0,2
the window screen.,Makes Sense,1,2,Makes Sense,1,3,Makes Sense,1,3
the window seat.,Makes Sense,1,2,Makes Sense,1,3,Makes Sense,1,4
the wine bottle.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,4
the wine candy.,Nonsense,0,2,Makes Sense,1,2,Nonsense,0,2
the wine garden.,Nonsense,0,3,Makes Sense,1,3,Nonsense,0,2
the wine menu.,Makes Sense,1,4,Makes Sense,1,3,Makes Sense,1,4
the winter ball.,Makes Sense,1,2,Makes Sense,1,2,Nonsense,0,2
the winter clothes.,Makes Sense,1,4,Makes Sense,1,3,Makes Sense,1,3
the winter home.,Makes Sense,1,2,Makes Sense,1,3,Makes Sense,1,3
the winter ice.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,4
the winter pot.,Makes Sense,1,2,Makes Sense,1,3,Nonsense,0,1
the winter rain.,Makes Sense,1,2,Makes Sense,1,3,Makes Sense,1,4
the winter ski.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,4
the winter snow.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,4
the winter sun.,Nonsense,0,4,Makes Sense,1,3,Nonsense,0,3
the winter sunlight.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,3
the winter wolf.,Makes Sense,1,3,Makes Sense,1,3,Makes Sense,1,2
the witch doctor.,Makes Sense,1,3,Makes Sense,1,2,Makes Sense,1,4
the witch sea.,Makes Sense,1,1,Makes Sense,1,2,Nonsense,0,1
the wolf meat.,Nonsense,0,2,Makes Sense,1,2,Makes Sense,1,3
the wolf teeth.,Nonsense,0,3,Makes Sense,1,3,Makes Sense,1,3
the wolf winter.,Makes Sense,1,3,Makes Sense,1,3,Nonsense,0,3
the woman judge.,Makes Sense,1,4,Makes Sense,1,3,Makes Sense,1,3
the woman mountain.,Nonsense,0,3,Nonsense,0,2,Nonsense,0,1
the worm farmer.,Nonsense,0,2,Makes Sense,1,3,Nonsense,0,2
the yarn ball.,Nonsense,0,3,Makes Sense,1,3,Makes Sense,1,4
the zebra skin.,Nonsense,0,3,Makes Sense,1,3,Makes Sense,1,4
