Stimuli,GPT Temp 0,GPT Temp .5,GPT Temp 1,GPT Continuous Temp 0,GPT Continuous Temp .5,GPT Continuous Temp 1,Class,Humans Continuous,SD,N,EAT,USF,Both,LSA,Numletts,Gfrqs,Log_gfrqs,W1frq,W2frq,Wordfrq_sum,Logw1frq,Logw2frq,Logwordfrq_sum
the pet snake., Makes Sense, Makes Sense, Makes Sense,2,2,2,1,3.82,0.48,28,0,0,0,0.25,8,8232,3.92,242,263,505,2.38,2.42,4.8
the road building., Nonsense, Nonsense, Nonsense,2,2,3,1,1.81,1.62,57,0,0,0,0.11,12,100355,5,3791,2854,6645,3.58,3.46,7.03
the ballet school., Nonsense, Nonsense, Nonsense,2,2,2,1,4,0,29,0,0,0,0.28,12,15114,4.18,272,6984,7256,2.43,3.84,6.28
the baby water., Makes Sense, Makes Sense, Makes Sense,2,2,2,1,1.57,1.35,28,0,0,0,0.06,9,1809,3.26,3281,7749,11030,3.52,3.89,7.41
the mother child., Makes Sense, Makes Sense, Makes Sense,2,2,3,-1,0.96,1.13,27,0.11,0.01,0.06,0.23,11,4027,3.61,7356,7645,15001,3.87,3.88,7.75
the ball beach., Makes Sense, Makes Sense, Makes Sense,2,2,2,-1,1.07,1.09,28,0.01,0,0,0.03,9,2321,3.37,1664,1060,2724,3.22,3.03,6.25
the home road., Nonsense, Nonsense, Nonsense,2,2,2,1,1.86,1.27,29,0,0,0,0.17,8,3465,3.54,8831,3791,12622,3.95,3.58,7.52
the house lake., Makes Sense, Makes Sense, Makes Sense,2,2,3,-1,1.07,1.27,27,0,0,0,0.09,9,5689,3.76,8601,718,9319,3.93,2.86,6.79
the ship flag., Nonsense, Nonsense, Nonsense,2,2,2,-1,2.28,1.41,29,0,0,0,0.24,8,512,2.71,793,356,1149,2.9,2.55,5.45
the home stove., Nonsense, Nonsense, Nonsense,2,2,2,1,3.07,1.19,29,0,0,0,0.28,9,454,2.66,8831,299,9130,3.95,2.48,6.42
the body truck., Nonsense, Nonsense, Nonsense,2,2,2,-1,0.96,0.92,28,0,0,0,0.04,9,2479,3.39,5243,444,5687,3.72,2.65,6.37
the ship prison., Nonsense, Nonsense, Nonsense,2,2,2,-1,1.64,1.59,28,0,0,0,0.12,10,50,1.71,793,1239,2032,2.9,3.09,5.99
the engine chess., Nonsense, Nonsense, Nonsense,2,2,2,-1,0.14,0.45,28,0,0,0,0.01,11,0,0,788,264,1052,2.9,2.42,5.32
the pants hospital., Nonsense, Nonsense, Nonsense,2,2,2,-1,0.25,0.7,28,0,0,0,0.08,13,0,0,282,1884,2166,2.45,3.28,5.73
the dwarf guy., Nonsense, Nonsense, Nonsense,2,2,2,1,2.39,1.34,28,0,0,0,0.02,8,368,2.57,129,465,594,2.11,2.67,4.78
the rope axe., Nonsense, Nonsense, Nonsense,2,2,1,1,0.68,1.16,28,0,0,0,0.34,7,51,1.72,564,127,691,2.75,2.1,4.86
the cucumber nose., Makes Sense, Makes Sense, Makes Sense,2,2,2,1,0.32,0.55,28,,0,0,0.08,12,0,0,54,1307,1361,1.73,3.12,4.85
the chair face., Nonsense, Nonsense, Nonsense,2,2,2,1,0.79,1.07,28,0,0,0,0.44,9,627,2.8,1876,8000,9876,3.27,3.9,7.18
the bubble soap., Makes Sense, Makes Sense, Makes Sense,3,3,3,-1,2.43,1.5,28,0.13,0.036,0.08,0.1,10,817,2.91,75,367,442,1.88,2.56,4.44
the home fire., Nonsense, Nonsense, Nonsense,2,2,2,1,2.52,1.3,29,0.01,0,0,0.16,8,38907,4.59,8831,2738,11569,3.95,3.44,7.38
the church girl., Nonsense, Nonsense, Makes Sense,2,2,2,1,3.33,1.07,27,0,0,0,0.05,10,1956,3.29,2844,4944,7788,3.45,3.69,7.15
the nail gun., Nonsense, Nonsense, Nonsense,2,2,2,1,3.82,0.55,28,0,0,0,0.14,7,34480,4.54,216,1138,1354,2.33,3.06,5.39
the meat guy., Makes Sense, Makes Sense, Makes Sense,2,2,2,1,3.25,0.89,28,0,0,0,0.02,7,635,2.8,1280,465,1745,3.11,2.67,5.77
the phone truck., Nonsense, Nonsense, Nonsense,2,2,2,-1,1.04,1.19,27,0,0,0,0.19,10,215,2.33,1414,444,1858,3.15,2.65,5.8
the ant queen., Makes Sense, Makes Sense, Makes Sense,3,2,2,-1,2.75,1.04,28,0,0,0,0.26,8,997,3,69,889,958,1.84,2.95,4.79
the plant building., Nonsense, Nonsense, Nonsense,2,2,2,1,2.18,1.47,28,0,0,0,0.1,13,6402,3.81,1302,2854,4156,3.11,3.46,6.57
the truck cab., Nonsense, Nonsense, Nonsense,2,2,2,-1,2.46,1.64,28,0,0,0,0.53,8,14193,4.15,444,178,622,2.65,2.25,4.9
the television star., Makes Sense, Makes Sense, Makes Sense,2,2,3,1,3.59,1.15,29,0,0,0,0.04,14,19483,4.29,2033,952,2985,3.31,2.98,6.29
the juice cranberry., Makes Sense, Makes Sense, Makes Sense,3,2,2,-1,1.18,1.06,28,0,0,0,0.28,14,888,2.95,365,10,375,2.56,1,3.56
the photograph newspaper., Makes Sense, Makes Sense, Makes Sense,3,3,4,-1,1.39,1.17,28,,,,0.09,19,0,0,535,1116,1651,2.73,3.05,5.78
the clock pendulum., Makes Sense, Makes Sense, Makes Sense,3,2,2,-1,2.93,1.44,29,0,0,0,0.19,13,2255,3.35,637,67,704,2.8,1.83,4.63
the hospital field., Nonsense, Nonsense, Nonsense,2,2,2,-1,1.61,1.52,28,0,0,0,0.08,13,1480,3.17,1884,2327,4211,3.28,3.37,6.64
the menu phone., Nonsense, Nonsense, Nonsense,2,2,2,-1,0.76,0.95,29,0,,0,0.16,9,183,2.26,130,1414,1544,2.11,3.15,5.26
the pie steak., Makes Sense, Makes Sense, Makes Sense,3,2,3,-1,0.75,1.11,28,0.04,0,0.02,0.68,8,72,1.86,225,146,371,2.35,2.16,4.52
the orchestra radio., Nonsense, Nonsense, Makes Sense,2,2,2,-1,1.74,1.65,27,0,0,0,0.17,14,83,1.92,244,1503,1747,2.39,3.18,5.56
the rabbit house., Makes Sense, Makes Sense, Makes Sense,2,2,2,-1,2.9,1.32,29,0,0,0,0.18,11,979,2.99,189,8601,8790,2.28,3.93,6.21
the star television., Makes Sense, Makes Sense, Makes Sense,2,2,3,-1,1.14,1.38,28,0,0,0,0.04,14,599,2.78,952,2033,2985,2.98,3.31,6.29
the meat kangaroo., Makes Sense, Nonsense, Nonsense,2,2,2,-1,0.14,0.36,28,0,0,0,0.15,12,0,0,1280,36,1316,3.11,1.56,4.66
the bed ocean., Nonsense, Nonsense, Nonsense,2,2,2,-1,0.79,1.03,28,0,0,0,0.03,8,409,2.61,4376,436,4812,3.64,2.64,6.28
the building car., Nonsense, Nonsense, Nonsense,2,2,2,-1,0.79,1.07,28,0,0,0,0.05,11,2727,3.44,2854,4944,7798,3.46,3.69,7.15
the road forest., Nonsense, Nonsense, Nonsense,2,2,3,-1,0.9,1.05,29,0,0,0,0.19,10,188,2.28,3791,1219,5010,3.58,3.09,6.66
the bench seat., Makes Sense, Makes Sense, Makes Sense,2,2,2,1,3.18,1.19,28,0.2,0.194,0.2,0.36,9,70671,4.85,345,1396,1741,2.54,3.14,5.68
the home holiday., Nonsense, Nonsense, Nonsense,2,2,2,-1,1.18,1.19,28,0,0,0,0.29,11,10567,4.02,8831,1036,9867,3.95,3.02,6.96
the dish salmon., Makes Sense, Makes Sense, Makes Sense,3,2,3,-1,0.72,0.96,29,0,0,0,0.09,10,0,0,390,216,606,2.59,2.33,4.93
the book army., Nonsense, Nonsense, Nonsense,2,2,2,-1,0.79,0.98,29,0,0,0,0.01,8,168,2.23,4932,1933,6865,3.69,3.29,6.98
the dish salad., Makes Sense, Makes Sense, Makes Sense,3,2,3,-1,1.21,1.13,28,0.02,0,0.01,0.66,9,2786,3.45,390,281,671,2.59,2.45,5.04
the seat bird., Nonsense, Nonsense, Nonsense,2,2,2,-1,0.21,0.5,28,0,0,0,0.07,8,0,0,1396,752,2148,3.14,2.88,6.02
the dog door., Nonsense, Nonsense, Nonsense,2,2,2,1,3.45,1.15,29,0,0,0,0.13,7,47041,4.67,1285,5891,7176,3.11,3.77,6.88
the arm sword., Nonsense, Nonsense, Nonsense,1,1,1,-1,0.78,0.93,27,0,0,0,0.22,8,90,1.96,1896,237,2133,3.28,2.37,5.65
the car railroad., Nonsense, Nonsense, Nonsense,2,2,2,-1,0.86,1.08,28,0,0,0,0.12,11,325,2.51,4944,117,5061,3.69,2.07,5.76
the forest rain., Makes Sense, Makes Sense, Makes Sense,2,2,3,-1,3.3,1.07,27,0,0.019,0.01,0.41,10,1647,3.22,1219,1279,2498,3.09,3.11,6.19
the clothes stage., Nonsense, Nonsense, Nonsense,2,2,2,-1,0.62,1.01,29,0,0,0,0.08,12,59,1.78,2225,2528,4753,3.35,3.4,6.75
the soap bubble., Makes Sense, Makes Sense, Makes Sense,3,3,3,1,3.74,0.81,27,0.02,0.033,0.03,0.1,10,16260,4.21,367,75,442,2.56,1.88,4.44
the house chocolate., Makes Sense, Makes Sense, Makes Sense,2,2,2,-1,1.07,1.12,28,0,0,0,0.08,14,593,2.77,8601,232,8833,3.93,2.37,6.3
the meat penguin., Makes Sense, Nonsense, Nonsense,2,2,2,-1,0.43,0.69,28,0,0,0,0.16,11,0,0,1280,69,1349,3.11,1.84,4.95
the whale swimming., Makes Sense, Nonsense, Nonsense,3,2,3,1,2.83,1.49,29,,0,0,0.3,13,4556,3.66,104,490,594,2.02,2.69,4.71
the telephone house., Nonsense, Nonsense, Nonsense,2,2,2,-1,1.24,1.18,29,0,0,0,0.07,14,308,2.49,1810,8601,10411,3.26,3.93,7.19
the pig gold., Nonsense, Nonsense, Nonsense,2,2,2,-1,0.41,0.73,29,0,0,0,0.06,7,0,0,320,1575,1895,2.51,3.2,5.7
the garden ant., Makes Sense, Nonsense, Makes Sense,2,2,2,1,3.29,1.15,28,0,0,0,0.23,9,618,2.79,1998,69,2067,3.3,1.84,5.14
the automobile engine., Makes Sense, Makes Sense, Makes Sense,2,2,3,1,4,0,29,,0,0,0.42,16,16113,4.21,262,788,1050,2.42,2.9,5.31
the puppy dog., Makes Sense, Makes Sense, Makes Sense,4,4,4,1,3.89,0.42,27,0.71,0.752,0.73,0.76,8,59839,4.78,87,1285,1372,1.94,3.11,5.05
the bread book., Nonsense, Nonsense, Nonsense,2,2,2,1,2.64,1.52,28,0,0,0,0,9,1477,3.17,1327,4932,6259,3.12,3.69,6.82
the blood alcohol., Nonsense, Nonsense, Nonsense,2,2,2,1,3.03,1.45,29,0,0,0,0.08,12,169555,5.23,2536,324,2860,3.4,2.51,5.91
the flower circle., Makes Sense, Makes Sense, Makes Sense,2,2,3,1,2.21,1.52,28,0,0,0,0.09,12,290,2.46,496,861,1357,2.7,2.94,5.63
the prison nurse., Nonsense, Nonsense, Nonsense,2,2,2,1,3.41,0.98,29,0,0,0,0.08,11,1432,3.16,1239,592,1831,3.09,2.77,5.87
the snow truck., Makes Sense, Makes Sense, Nonsense,2,2,2,1,3.62,0.62,29,0,0,0,0.09,9,859,2.93,1055,444,1499,3.02,2.65,5.67
the mountain meadow., Makes Sense, Nonsense, Makes Sense,2,2,3,1,2.86,1.36,29,0,0,0,0.32,14,6129,3.79,829,173,1002,2.92,2.24,5.16
the army knife., Makes Sense, Makes Sense, Makes Sense,2,2,2,1,3.61,1.07,28,0,0,0,0.03,9,80747,4.91,1933,663,2596,3.29,2.82,6.11
the summer house., Makes Sense, Makes Sense, Makes Sense,2,2,3,1,3.86,0.74,29,0.01,0,0,0.23,11,43247,4.64,2165,8601,10766,3.34,3.93,7.27
the television dollar., Nonsense, Nonsense, Nonsense,2,2,2,-1,0.41,0.63,29,0,0,0,0.05,16,47,1.68,2033,263,2296,3.31,2.42,5.73
the radio phone., Nonsense, Nonsense, Nonsense,2,2,2,1,1.75,1.27,28,0,0,0,0.22,10,10878,4.04,1503,1414,2917,3.18,3.15,6.33
the foot bird., Nonsense, Nonsense, Nonsense,2,2,2,-1,0.36,0.62,28,0,0,0,0.09,8,311,2.49,1797,752,2549,3.25,2.88,6.13
the clown car., Makes Sense, Nonsense, Makes Sense,2,2,2,1,3.89,0.57,28,0,0,0,0.02,8,4436,3.65,58,4944,5002,1.76,3.69,5.46
the rocket engine., Nonsense, Nonsense, Nonsense,2,2,3,1,3.59,0.87,29,0.02,0,0.01,0.24,12,45299,4.66,146,788,934,2.16,2.9,5.06
the meat goat., Makes Sense, Makes Sense, Makes Sense,2,2,2,-1,1.64,1.19,28,0,0,0,0.35,8,6449,3.81,1280,209,1489,3.11,2.32,5.43
the bag money., Makes Sense, Makes Sense, Makes Sense,2,2,2,-1,1.54,1.2,28,0,0,0,0.18,8,458,2.66,1122,7226,8348,3.05,3.86,6.91
the gun fire., Makes Sense, Makes Sense, Makes Sense,2,2,2,1,3.64,0.99,28,0.07,0.042,0.06,0.35,7,90842,4.96,1138,2738,3876,3.06,3.44,6.49
the mother dress., Nonsense, Nonsense, Nonsense,2,2,2,1,1.07,1.03,27,0,0,0,0.28,11,691,2.84,7356,1516,8872,3.87,3.18,7.05
the phone book., Nonsense, Nonsense, Nonsense,2,2,2,1,4,0,28,0.04,0,0.02,0.12,9,635777,5.8,1414,4932,6346,3.15,3.69,6.84
the magazine knife., Makes Sense, Makes Sense, Makes Sense,2,2,2,-1,0.39,0.74,28,0,0,0,0.09,13,50,1.71,703,663,1366,2.85,2.82,5.67
the bag soup., Makes Sense, Makes Sense, Makes Sense,2,2,2,-1,0.43,0.74,28,0,0,0,0.22,7,0,0,1122,362,1484,3.05,2.56,5.61
the cap bottle., Nonsense, Nonsense, Nonsense,2,2,2,-1,0.72,0.84,29,0,0.024,0.01,0.27,9,3163,3.5,489,1479,1968,2.69,3.17,5.86
the bowl water., Makes Sense, Makes Sense, Makes Sense,2,2,2,-1,1.5,1.23,28,0.01,0,0,0.22,9,3057,3.49,525,7749,8274,2.72,3.89,6.61
the winter ski., Makes Sense, Makes Sense, Makes Sense,2,2,3,1,2.57,1.45,28,0,0,0,0.43,9,47065,4.67,1423,110,1533,3.15,2.04,5.19
the puppy pet., Makes Sense, Makes Sense, Makes Sense,4,4,3,-1,1.61,1.1,28,0,0,0,0.62,8,977,2.99,87,242,329,1.94,2.38,4.32
the cab home., Nonsense, Nonsense, Nonsense,2,2,2,1,1.72,1.53,29,,0,0,0.2,7,10969,4.04,178,8831,9009,2.25,3.95,6.2
the flour rock., Nonsense, Nonsense, Nonsense,2,2,2,-1,0.36,0.62,28,0,0,0,0.01,9,0,0,462,1426,1888,2.66,3.15,5.82
the dress jeans., Makes Sense, Makes Sense, Nonsense,2,2,2,1,2.79,1.29,29,0,0,0,0.64,10,1283,3.11,1516,229,1745,3.18,2.36,5.54
the ski cabin., Makes Sense, Makes Sense, Makes Sense,2,2,3,1,3.86,0.45,28,0,0,0,0.22,8,2107,3.32,110,485,595,2.04,2.69,4.73
the tape police., Nonsense, Nonsense, Nonsense,2,2,2,-1,0.68,0.9,28,0,0,0,0.12,10,394,2.6,508,3770,4278,2.71,3.58,6.28
the doctor witch., Nonsense, Nonsense, Nonsense,2,2,2,-1,0.93,0.96,29,0,0,0,0.16,11,140,2.15,2376,279,2655,3.38,2.45,5.82
the ski mask., Makes Sense, Makes Sense, Makes Sense,2,2,2,1,3.93,0.38,28,0,0,0,0.18,7,30802,4.49,110,253,363,2.04,2.4,4.44
the soup pea., Makes Sense, Makes Sense, Makes Sense,3,2,2,-1,1.07,1,29,0.06,0,0.03,0.19,7,137,2.14,362,30,392,2.56,1.48,4.04
the bomb truck., Nonsense, Nonsense, Nonsense,2,2,2,-1,2.11,1.47,28,0,0,0,0.06,9,1507,3.18,536,444,980,2.73,2.65,5.38
the door dog., Nonsense, Nonsense, Nonsense,2,2,2,-1,1.43,1.48,28,0,0,0,0.13,7,4651,3.67,5891,1285,7176,3.77,3.11,6.88
the tongue mother., Nonsense, Nonsense, Nonsense,2,1,1,-1,0.17,0.47,29,0.01,0,0,0.11,12,834,2.92,602,7356,7958,2.78,3.87,6.65
the star rock., Makes Sense, Makes Sense, Makes Sense,2,2,2,-1,1.07,1.09,28,0,0,0,0.02,8,2276,3.36,952,1426,2378,2.98,3.15,6.13
the building cloud., Nonsense, Nonsense, Nonsense,2,2,3,-1,0.71,1.3,28,0,0,0,0.06,13,152,2.18,2854,560,3414,3.46,2.75,6.2
the log chocolate., Makes Sense, Makes Sense, Makes Sense,2,2,2,1,0.64,1.16,28,0,0,0,0.05,12,0,0,134,232,366,2.13,2.37,4.49
the pot winter., Makes Sense, Makes Sense, Makes Sense,2,2,2,-1,0.46,0.74,28,0,0,0,0.13,9,86,1.94,416,1423,1839,2.62,3.15,5.77
the banana nut., Makes Sense, Makes Sense, Makes Sense,2,2,2,1,3.1,1.29,29,0,0,0,0.07,9,11261,4.05,74,123,197,1.87,2.09,3.96
the guy picture., Makes Sense, Makes Sense, Makes Sense,2,2,2,-1,1.03,0.98,29,,0,0,0.07,10,28747,4.46,465,1905,2370,2.67,3.28,5.95
the radio prison., Nonsense, Nonsense, Nonsense,2,2,2,-1,0.71,1.18,28,0,0,0,0.09,11,0,0,1503,1239,2742,3.18,3.09,6.27
the tomato juice., Makes Sense, Makes Sense, Makes Sense,3,2,3,1,4,0,28,0.11,0.031,0.07,0.35,11,98864,5,123,365,488,2.09,2.56,4.65
the radio police., Nonsense, Nonsense, Nonsense,2,2,2,-1,1.25,1.11,28,0,0,0,0.15,11,1745,3.24,1503,3770,5273,3.18,3.58,6.75
the road cafe., Nonsense, Nonsense, Nonsense,2,2,2,1,1.52,1.45,29,0,0,0,0.27,8,208,2.32,3791,342,4133,3.58,2.53,6.11
the neck giraffe., Makes Sense, Makes Sense, Makes Sense,2,2,2,-1,0.82,1.02,28,0,0,0,0.23,11,106,2.03,1327,22,1349,3.12,1.34,4.47
the library school., Nonsense, Nonsense, Nonsense,2,2,3,-1,1.52,1.15,29,0,0,0,0.22,13,40713,4.61,942,6984,7926,2.97,3.84,6.82
the helmet army., Nonsense, Nonsense, Nonsense,2,2,2,-1,0.72,0.8,29,0.01,0.041,0.03,0.15,10,161,2.21,166,1933,2099,2.22,3.29,5.51
the road fire., Nonsense, Nonsense, Nonsense,2,2,2,-1,1.96,1.53,28,0,0,0,0.04,8,387,2.59,3791,2738,6529,3.58,3.44,7.02
the garden salad., Makes Sense, Makes Sense, Makes Sense,3,2,3,1,3.93,0.27,27,0,0,0,0.07,11,25996,4.41,1998,281,2279,3.3,2.45,5.75
the water ocean., Makes Sense, Makes Sense, Makes Sense,3,2,3,-1,1.18,1.16,28,0.01,0.022,0.02,0.31,10,7506,3.88,7749,436,8185,3.89,2.64,6.53
the television soap., Makes Sense, Makes Sense, Makes Sense,2,2,2,1,1.76,1.55,29,0,0,0,0.12,14,9445,3.98,2033,367,2400,3.31,2.56,5.87
the garden plant., Makes Sense, Makes Sense, Makes Sense,2,2,2,1,3.43,1.03,28,0.02,0.119,0.07,0.28,11,25576,4.41,1998,1302,3300,3.3,3.11,6.42
the cheese cow., Makes Sense, Makes Sense, Makes Sense,2,2,2,-1,1.82,1.44,28,0,0,0,0.37,9,607,2.78,497,403,900,2.7,2.61,5.3
the clothes school., Nonsense, Nonsense, Nonsense,2,2,2,-1,1,0.93,29,0,0,0,0.23,13,2493,3.4,2225,6984,9209,3.35,3.84,7.19
the steak salmon., Makes Sense, Makes Sense, Makes Sense,3,2,3,-1,1.17,1.23,29,0,0,0,0.14,11,58,1.77,146,216,362,2.16,2.33,4.5
the dove soap., Makes Sense, Makes Sense, Makes Sense,2,2,2,1,3.54,0.74,28,0,0.086,0.04,0.06,8,2176,3.34,52,367,419,1.72,2.56,4.28
the car radio., Nonsense, Nonsense, Nonsense,2,2,2,1,3.83,0.76,29,0.01,0,0,0.11,8,360202,5.56,4944,1503,6447,3.69,3.18,6.87
the kitten milk., Makes Sense, Makes Sense, Makes Sense,2,2,2,1,2.29,1.21,28,0,0,0,0.31,10,1023,3.01,71,1868,1939,1.85,3.27,5.12
the ball orange., Makes Sense, Makes Sense, Makes Sense,2,2,2,-1,0.64,0.99,28,0,0,0,0.07,10,212,2.33,1664,495,2159,3.22,2.69,5.92
the nail thumb., Makes Sense, Makes Sense, Makes Sense,3,2,3,-1,1.41,1.24,29,0.02,0,0.01,0.43,9,380,2.58,216,409,625,2.33,2.61,4.95
the clown face., Nonsense, Nonsense, Nonsense,2,2,2,1,3.71,0.85,28,0,0,0,0.28,9,6508,3.81,58,8000,8058,1.76,3.9,5.67
the orange arrow., Makes Sense, Makes Sense, Nonsense,2,2,2,1,3.32,1.36,28,0,0,0,0.12,11,7015,3.85,495,145,640,2.69,2.16,4.86
the bell jar., Makes Sense, Makes Sense, Makes Sense,2,2,2,1,1.89,1.83,27,0,0,0,0.18,7,19614,4.29,507,199,706,2.71,2.3,5
the face dog., Nonsense, Nonsense, Nonsense,2,2,1,-1,0.52,0.89,27,0,0,0,0.08,7,956,2.98,8000,1285,9285,3.9,3.11,7.01
the infant gorilla., Nonsense, Nonsense, Nonsense,2,2,2,1,3.73,0.72,26,0,0,0,0.32,13,278,2.45,372,34,406,2.57,1.53,4.1
the trout bull., Nonsense, Nonsense, Nonsense,2,2,2,-1,0.38,0.68,29,,0,0,0.08,9,0,0,560,378,938,2.75,2.58,5.33
the bike home., Nonsense, Nonsense, Nonsense,2,2,2,1,1.48,1.6,29,0.01,0,0,0.21,8,9403,3.97,153,8831,8984,2.18,3.95,6.13
the cap gold., Makes Sense, Makes Sense, Nonsense,2,2,2,-1,0.72,0.8,29,0,0,0,0.08,7,710,2.85,489,1575,2064,2.69,3.2,5.89
the face clock., Nonsense, Nonsense, Nonsense,2,2,2,-1,1.57,1.4,28,0.02,0,0.01,0.14,9,1011,3.01,8000,637,8637,3.9,2.8,6.71
the school bomb., Nonsense, Nonsense, Nonsense,2,2,2,1,2.68,1.44,28,0,0,0,0.01,10,777,2.89,6984,536,7520,3.84,2.73,6.57
the breast stage., Nonsense, Nonsense, Nonsense,2,2,2,-1,0.72,1.31,29,0,0,0,0.15,11,324,2.51,774,2528,3302,2.89,3.4,6.29
the pill water., Nonsense, Nonsense, Nonsense,2,2,2,-1,0.81,1.11,27,0,0.014,0.01,0.01,9,1815,3.26,233,7749,7982,2.37,3.89,6.26
the police river., Nonsense, Nonsense, Nonsense,2,2,2,-1,0.38,0.78,29,0,0,0,0.03,11,365,2.56,3770,1938,5708,3.58,3.29,6.86
the boy shepherd., Makes Sense, Makes Sense, Makes Sense,2,2,3,-1,2.38,1.29,29,0,0,0,0.35,11,124,2.1,3876,95,3971,3.59,1.98,5.57
the hospital surgeon.,Makes Sense, Makes Sense, Makes Sense,4,4,4,1,3.79,0.83,28,0,0,0,0.7,15,941,2.97,1884,146,2030,3.28,2.16,5.44
the bubble butt., Makes Sense, Makes Sense, Makes Sense,2,2,2,1,2.93,1.63,28,0,0,0,0.13,10,194008,5.29,75,121,196,1.88,2.08,3.96
the tree chestnut., Makes Sense, Makes Sense, Makes Sense,3,3,3,-1,1.31,1.2,29,0,0,0,0.18,12,100,2,1293,67,1360,3.11,1.83,4.94
the mouse pet., Makes Sense, Makes Sense, Makes Sense,3,3,4,-1,1.17,1,29,0.01,0,0,0.34,8,557,2.75,146,242,388,2.16,2.38,4.55
the meat chicken., Makes Sense, Makes Sense, Makes Sense,3,3,2,-1,0.96,1,28,0.01,0.067,0.04,0.6,11,10475,4.02,1280,534,1814,3.11,2.73,5.83
the leaf lettuce., Makes Sense, Makes Sense, Makes Sense,3,3,3,-1,2.45,1.62,29,0,0,0,0.4,11,27573,4.44,279,115,394,2.45,2.06,4.51
the grass field., Makes Sense, Makes Sense, Makes Sense,3,3,3,1,3.54,1.07,28,0.03,0,0.02,0.21,10,22099,4.34,1483,2327,3810,3.17,3.37,6.54
the bull pen., Makes Sense, Makes Sense, Makes Sense,2,2,3,1,2.96,1.64,28,0,0,0,0.18,7,5458,3.74,378,349,727,2.58,2.54,5.12
the oven kitchen., Makes Sense, Makes Sense, Makes Sense,3,2,2,-1,1.34,1.23,29,0.01,0,0,0.54,11,874,2.94,321,1890,2211,2.51,3.28,5.78
the umbrella cocktail., Makes Sense, Makes Sense, Makes Sense,2,2,2,-1,1.38,1.29,29,0,0,0,0.07,16,106,2.03,203,147,350,2.31,2.17,4.47
the strawberry ice., Makes Sense, Makes Sense, Makes Sense,3,3,3,1,2.07,1.33,27,1,0,0.5,0.11,13,14849,4.17,50,934,984,1.7,2.97,4.67
the cat bird., Makes Sense, Makes Sense, Makes Sense,2,2,2,1,0.55,1.06,29,0,0,0,0.26,7,37484,4.57,739,752,1491,2.87,2.88,5.74
the flower bed., Makes Sense, Makes Sense, Makes Sense,3,3,3,1,3.93,0.26,28,0.01,0.012,0.01,0.08,9,55084,4.74,496,4376,4872,2.7,3.64,6.34
the mother rainbow., Makes Sense, Makes Sense, Makes Sense,2,2,2,-1,0.36,0.62,28,0,0,0,0.06,13,0,0,7356,101,7457,3.87,2,5.87
the clothes money., Makes Sense, Makes Sense, Makes Sense,2,2,2,1,1.63,1.52,27,0.04,0,0.02,0.2,12,762,2.88,2225,7226,9451,3.35,3.86,7.21
the house school., Makes Sense, Makes Sense, Makes Sense,2,2,2,-1,1.07,1.1,29,0,0,0,0.13,11,2564,3.41,8601,6984,15585,3.93,3.84,7.78
the tent umbrella., Makes Sense, Makes Sense, Makes Sense,2,2,2,-1,1.46,1.4,28,0,0,0,0.15,12,0,0,657,203,860,2.82,2.31,5.13
the dog flea., Makes Sense, Makes Sense, Makes Sense,2,2,3,1,2.86,1.27,29,0,0,0,0.46,7,7883,3.9,1285,30,1315,3.11,1.48,4.59
the magazine house., Makes Sense, Makes Sense, Nonsense,2,2,3,-1,1.07,1.3,28,0,0,0,0.08,13,1843,3.27,703,8601,9304,2.85,3.93,6.78
the potato water., Makes Sense, Makes Sense, Makes Sense,2,2,3,1,1.66,1.49,29,0,0,0,0.18,11,3278,3.52,206,7749,7955,2.31,3.89,6.2
the house door., Makes Sense, Makes Sense, Makes Sense,3,3,3,1,2.89,1.47,28,0.06,0,0.03,0.37,9,22076,4.34,8601,5891,14492,3.93,3.77,7.7
the face baby., Makes Sense, Makes Sense, Makes Sense,2,2,2,-1,0.9,1.05,29,0,0,0,0.22,8,2085,3.32,8000,3281,11281,3.9,3.52,7.42
the screen window., Makes Sense, Makes Sense, Makes Sense,3,3,3,1,2.82,1.49,28,0.02,0.027,0.02,0.15,12,21445,4.33,518,2372,2890,2.71,3.38,6.09
the magazine car., Makes Sense, Makes Sense, Nonsense,2,2,3,-1,0.61,0.79,28,0.02,0,0.01,0.13,11,3912,3.59,703,4944,5647,2.85,3.69,6.54
the bomb pipe., Makes Sense, Makes Sense, Nonsense,1,1,1,-1,1.38,1.47,29,0,0,0,0.06,8,157,2.2,536,402,938,2.73,2.6,5.33
the water body., Makes Sense, Makes Sense, Makes Sense,3,3,3,-1,1.93,1.63,28,0,0,0,0.18,9,226131,5.35,7749,5243,12992,3.89,3.72,7.61
the radio vehicle., Makes Sense, Makes Sense, Makes Sense,3,2,3,-1,1.41,1.32,29,0,0,0,0.05,12,415,2.62,1503,383,1886,3.18,2.58,5.76
the sea witch., Makes Sense, Makes Sense, Makes Sense,2,2,2,1,2.32,1.66,28,0,0,0,0.06,8,3553,3.55,2872,279,3151,3.46,2.45,5.9
the ear diamond., Makes Sense, Makes Sense, Makes Sense,3,3,3,-1,1.46,1.26,28,0,0,0,0.02,10,0,0,751,140,891,2.88,2.15,5.02
the flea bag., Makes Sense, Makes Sense, Makes Sense,2,2,2,1,2.46,1.5,28,0,0,0,0.15,7,1685,3.23,30,1122,1152,1.48,3.05,4.53
